id,predicted_price
100100050,384217.0
1001200035,771269.0
100300500,1192916.0
1005000036,1724577.0
1005000220,695256.0
1005000240,253901.0
100600320,786632.0
100600860,612516.0
1020069017,407332.0
1021049022,533342.0
1021079099,637201.0
1022069050,388047.0
1022069183,258654.0
1023059190,387648.0
1023059246,264683.0
1023059365,991621.0
1023089096,632349.0
1024000109,911869.0
1024039001,346154.0
1024069027,469262.0
1025039292,382496.0
1025049174,857505.0
1025059186,715358.0
1026049036,577366.0
1026069061,528960.0
1026069106,537062.0
1036400100,250992.0
1036700220,224770.0
1042700050,336606.0
1042700300,611549.0
1043000100,359456.0
104500730,484274.0
104510180,530049.0
104510230,270147.0
104510440,417036.0
104540820,966628.0
104550690,832888.0
104560120,390792.0
1049010300,352358.0
1049010390,1532864.0
1049010620,472863.0
1051000040,274936.0
106000015,371761.0
106000395,349885.0
1061500360,276118.0
1068000110,235008.0
1068000255,405700.0
1068000375,533770.0
1068000520,385030.0
1068000559,839604.0
1070000390,490268.0
1072010350,506905.0
1072100085,444266.0
1073100065,508454.0
1074100020,485164.0
1079350090,1098570.0
108000127,315042.0
1081200360,729579.0
1085621960,445262.0
1085623630,684470.0
1085623710,387556.0
1088400190,291693.0
1088800470,213972.0
1089000190,527082.0
1090000036,367604.0
1096100010,212792.0
1099600090,321200.0
1099750610,909122.0
1099760230,529054.0
1099900120,892894.0
1099950050,323210.0
1102000095,360322.0
1102000514,747541.0
1102001274,772226.0
1105000373,508588.0
1105000571,903657.0
1105000745,1180009.0
1105000780,228928.0
1109000390,537767.0
1112000035,1382195.0
1112000100,731961.0
1112000125,418240.0
1112630130,665587.0
1112700010,240082.0
1113000430,848117.0
1115100119,566869.0
1115300070,424452.0
1115300270,731486.0
1118001215,414956.0
1118001370,389358.0
1118001631,244906.0
1118001645,400095.0
1118001805,662377.0
1118500030,926803.0
1121000058,536143.0
1121059105,466541.0
1122069006,303944.0
1122069019,249024.0
1123049027,753510.0
1123049129,566680.0
1123059125,224928.0
1123059126,1205700.0
1124000010,589976.0
1125059071,366528.0
1125069153,1159600.0
1125079111,277915.0
1126059108,431587.0
1126059144,587071.0
1126059201,765536.0
1126069045,1763402.0
112900020,298441.0
1133000036,231314.0
1133000100,595138.0
1133000144,745559.0
1133000385,565987.0
1137300690,286104.0
1137400050,228788.0
1137400420,295633.0
1137410040,307944.0
1138000450,458470.0
1138010530,478855.0
1138020020,354172.0
1139000035,426540.0
1139000400,199336.0
1139000620,402030.0
114100234,697270.0
114100763,221650.0
114101426,726266.0
1150000740,298907.0
11501160,347301.0
1150900080,414136.0
1151100035,474291.0
11520200,307803.0
11520640,795659.0
1154100205,257979.0
1155620190,594635.0
1155640050,346081.0
1157200189,325930.0
1159400220,1310604.0
1160000255,702760.0
1163400020,524098.0
1163400070,751849.0
117000100,704526.0
1172000150,423240.0
1176001117,227813.0
1176001119,369057.0
1176001124,404615.0
1176001293,185597.0
1180002745,404598.0
1180005220,463064.0
1180007375,793509.0
1180008315,790800.0
1180500070,543593.0
1186000150,1383187.0
1189000205,711622.0
1189000207,762855.0
1193000190,585378.0
1193000280,399018.0
1193000380,550599.0
1193000390,351148.0
1193000480,732531.0
1196000007,407210.0
1201500010,257017.0
1205000215,295445.0
121059007,302728.0
121059038,352671.0
1211000280,178795.0
1219000043,308006.0
122029066,575788.0
1221039066,377209.0
1221039156,719406.0
1221059176,350913.0
1222000055,266290.0
1222069094,680719.0
1223089016,375526.0
1223089050,296909.0
1223089066,278420.0
1223089077,560330.0
1223089083,286409.0
1224049005,336364.0
1224059053,297871.0
1224069074,456957.0
1225039067,510891.0
1225069038,699002.0
1226039124,740480.0
1226039130,360156.0
1226059101,186655.0
1226059105,584956.0
1226059161,575790.0
123039147,534056.0
123039207,228481.0
123039279,755551.0
123039346,911199.0
123039364,921339.0
123039570,332410.0
123039633,527642.0
1231000310,417211.0
1231001110,1496007.0
1231001115,604174.0
1232000915,387309.0
1234000704,478225.0
1235100371,302890.0
1236300268,578677.0
1236300290,1001292.0
1237500105,928198.0
1237500577,331503.0
1238500281,571965.0
1238500978,239443.0
1238501184,590817.0
1239400064,715141.0
1245000438,316299.0
1245000461,302621.0
1245001295,507650.0
1245001659,419179.0
1245001820,367780.0
1245002952,648686.0
1245003006,674996.0
1245003160,275670.0
1245003740,405046.0
1245500690,460204.0
1245500950,1874117.0
1246700136,544111.0
1246700251,714046.0
1247100035,309733.0
1250200345,551223.0
1250200415,587253.0
1250200418,507007.0
1250200693,918652.0
1250201130,768796.0
1250201175,362929.0
1250201550,342416.0
1250202145,310879.0
1250202660,609525.0
1250202990,201069.0
125059179,331409.0
1251200155,331157.0
1254200075,234754.0
1254200835,257539.0
1257201375,3165527.0
1257202120,301680.0
1257202430,351754.0
126039252,515739.0
126039323,644893.0
126059225,299863.0
1266200015,390782.0
1269200150,357273.0
1269200229,394837.0
1274500170,569327.0
1277000020,910307.0
1278000210,679246.0
1279300085,661863.0
1282300995,593539.0
13001215,416965.0
1310000130,520992.0
1310430400,503941.0
1310500550,325600.0
1310700330,384597.0
1310700390,330604.0
1310800090,985008.0
1310820150,277825.0
1310900140,3980989.0
1310900260,392664.0
1310910290,748140.0
1310980110,944824.0
1311100490,568230.0
1311200460,655377.0
1311400350,990699.0
1311500020,265009.0
1311800220,441578.0
1311800560,553832.0
1311910300,427825.0
1312200080,507137.0
1312920060,308928.0
1313000220,532633.0
1313300340,411452.0
1314300018,1361916.0
1315300095,216738.0
1320069179,354351.0
1320069223,511447.0
1320069271,416751.0
1321039076,253813.0
1321059097,661578.0
1321400060,303359.0
1321700030,507167.0
1321970240,363951.0
1323089056,637867.0
1323089184,338579.0
1324059048,503117.0
1324079029,382935.0
1324079082,335210.0
1324079085,529082.0
1324300091,428514.0
1326039061,197583.0
1326059085,230941.0
1326069094,762622.0
1326069191,692535.0
1328300040,485863.0
1328300180,246325.0
1328300810,434332.0
1328320440,679705.0
1328320760,588562.0
1328320800,539294.0
1328330290,380186.0
1328340380,583311.0
1328340540,377731.0
1328340630,735125.0
1329000090,439334.0
1329300480,365733.0
1330300451,254757.0
1330850130,353374.0
1331900410,248518.0
1332700270,667586.0
1336300610,825139.0
1336800010,1416997.0
1336800185,910740.0
1336800880,282004.0
1337801060,971316.0
1338300180,258097.0
1338800491,933452.0
1339300025,356690.0
1346300150,307422.0
1352300120,540361.0
1352300315,316028.0
1357900060,233977.0
1370800515,474367.0
1370800560,370083.0
1370802620,658969.0
1370802650,420384.0
1370803510,293646.0
1370803730,193486.0
1370804295,664598.0
1370804430,276249.0
1377800135,336136.0
1386800054,269213.0
1387301730,475728.0
1388600110,347234.0
1402100070,605552.0
1402200340,309067.0
1402600110,1007624.0
1402600570,205984.0
1402630190,1387503.0
1402900380,602379.0
1402900460,559873.0
1402970020,550233.0
1402970070,795382.0
1421069117,798161.0
1421069159,533735.0
1422029138,419776.0
1422700040,544287.0
1423049029,772265.0
1423069063,199076.0
1423069076,427315.0
1423069162,305287.0
1423200170,934451.0
1423400260,239797.0
1423800080,762582.0
1423900220,563274.0
1423910670,839647.0
1424059022,696098.0
1424059130,846045.0
1424069110,380836.0
1425059145,974180.0
1425059174,269122.0
1425059193,619004.0
1426049054,667031.0
1428000970,288605.0
1428001160,618936.0
1430800100,348825.0
1431700210,1086749.0
1431700280,306226.0
1432400335,480682.0
